time,open,high,low,close,tick_volume,spread,real_volume,signal,returns,position,strategy_returns,cumulative,total_commission
2025-11-07 13:56:00,4001.83,4002.87,4001.66,4002.86,67,18,0,hold,0.0003023752702011606,0,0.0,1.0,
2025-11-07 13:57:00,4002.85,4004.28,4002.83,4003.74,80,17,0,hold,0.00021984281238895953,0,0.0,1.0,
2025-11-07 13:58:00,4003.79,4003.86,4002.57,4002.57,68,17,0,hold,-0.0002922267679718038,0,0.0,1.0,
2025-11-07 13:59:00,4002.64,4003.31,4002.5,4002.9,66,17,0,hold,8.244702778470447e-05,0,0.0,1.0,
2025-11-07 14:00:00,4002.87,4003.04,4002.08,4003.0,84,17,0,hold,2.498188813104818e-05,0,0.0,1.0,
2025-11-07 14:01:00,4002.75,4005.34,4002.52,4005.34,82,12,0,hold,0.0005845615788160341,0,0.0,1.0,
2025-11-07 14:02:00,4005.39,4005.69,4003.9,4005.69,78,18,0,hold,8.738334323665775e-05,0,0.0,1.0,
2025-11-07 14:03:00,4005.72,4006.64,4005.69,4006.62,86,18,0,hold,0.00023216973854678358,0,0.0,1.0,
2025-11-07 14:04:00,4006.65,4007.56,4006.19,4006.47,81,18,0,hold,-3.7438040043746845e-05,0,0.0,1.0,
2025-11-07 14:05:00,4006.46,4007.33,4005.4,4007.33,78,18,0,hold,0.00021465279909738122,0,0.0,1.0,
2025-11-07 14:06:00,4007.93,4008.25,4007.33,4007.89,90,18,0,hold,0.000139743919267854,0,0.0,1.0,
2025-11-07 14:07:00,4008.05,4008.21,4007.2,4008.17,80,18,0,hold,6.986219681692774e-05,0,0.0,1.0,
2025-11-07 14:08:00,4008.17,4008.37,4007.81,4008.02,77,18,0,hold,-3.7423562373906094e-05,0,0.0,1.0,
2025-11-07 14:09:00,4007.98,4008.2,4007.2,4007.54,66,18,0,hold,-0.00011975988143775318,0,0.0,1.0,
2025-11-07 14:10:00,4007.58,4007.78,4006.88,4007.24,75,19,0,hold,-7.485889099057008e-05,0,0.0,1.0,
2025-11-07 14:11:00,4007.26,4008.04,4006.55,4006.67,76,18,0,hold,-0.00014224254100070333,0,0.0,1.0,
2025-11-07 14:12:00,4006.21,4006.37,4004.99,4005.73,85,18,0,hold,-0.00023460878984293831,0,0.0,1.0,
2025-11-07 14:13:00,4005.7,4006.2,4005.56,4005.61,76,18,0,hold,-2.9957086473575423e-05,0,0.0,1.0,
2025-11-07 14:14:00,4005.62,4006.98,4005.6,4005.72,80,18,0,hold,2.746148526688863e-05,0,0.0,1.0,
2025-11-07 14:15:00,4005.75,4006.19,4004.45,4005.01,82,17,0,hold,-0.00017724653745132546,0,0.0,1.0,
2025-11-07 14:16:00,4005.13,4005.3,4003.3,4003.32,83,16,0,hold,-0.0004219714807204289,0,0.0,1.0,
2025-11-07 14:17:00,4003.35,4003.91,4003.03,4003.91,80,16,0,hold,0.00014737767652839295,0,0.0,1.0,
2025-11-07 14:18:00,4003.92,4004.89,4003.92,4004.35,77,17,0,hold,0.00010989258000315694,0,0.0,1.0,
2025-11-07 14:19:00,4004.41,4005.12,4003.6,4003.6,74,17,0,hold,-0.00018729631525715718,0,0.0,1.0,
2025-11-07 14:20:00,4003.54,4003.54,4002.02,4003.03,83,17,0,hold,-0.00014237186532117807,0,0.0,1.0,
2025-11-07 14:21:00,4002.99,4003.39,4000.97,4003.32,88,17,0,hold,7.244512281956439e-05,0,0.0,1.0,
2025-11-07 14:22:00,4003.33,4004.42,4003.25,4003.89,85,17,0,hold,0.00014238182308679015,0,0.0,1.0,
2025-11-07 14:23:00,4003.87,4003.87,4001.91,4002.51,72,17,0,hold,-0.00034466481346884237,0,0.0,1.0,
2025-11-07 14:24:00,4002.51,4002.97,4001.16,4001.51,73,17,0,hold,-0.0002498432233772885,0,0.0,1.0,
2025-11-07 14:25:00,4001.56,4002.96,4000.9,4001.9,78,17,0,hold,9.746320763914795e-05,0,0.0,1.0,
2025-11-07 14:26:00,4002.05,4002.5,4001.87,4002.23,77,17,0,hold,8.246083110519109e-05,0,0.0,1.0,
2025-11-07 14:27:00,4002.22,4002.51,4000.36,4001.84,79,17,0,hold,-9.744567403668913e-05,0,0.0,1.0,
2025-11-07 14:28:00,4001.82,4002.43,4001.17,4001.17,64,16,0,hold,-0.00016742298542671286,0,0.0,1.0,
2025-11-07 14:29:00,4001.09,4001.11,3998.26,3998.44,82,5,0,hold,-0.0006823004271250266,0,0.0,1.0,
2025-11-07 14:30:00,3998.21,3998.71,3997.14,3998.32,85,17,0,hold,-3.001170456473634e-05,0,0.0,1.0,
2025-11-07 14:31:00,3998.33,3999.24,3997.96,3998.37,83,17,0,hold,1.250525220575227e-05,0,0.0,1.0,
2025-11-07 14:32:00,3998.31,3998.31,3996.56,3997.07,84,17,0,hold,-0.00032513249149024315,0,0.0,1.0,
2025-11-07 14:33:00,3997.04,3997.19,3995.61,3997.1,87,17,0,hold,7.505497777060555e-06,0,0.0,1.0,
2025-11-07 14:34:00,3996.92,3998.09,3996.58,3997.97,85,17,0,hold,0.00021765780190641237,0,0.0,1.0,
2025-11-07 14:35:00,3997.93,3997.93,3996.39,3996.91,86,17,0,hold,-0.0002651345557870277,0,0.0,1.0,
2025-11-07 14:36:00,3996.87,3997.14,3995.99,3995.99,81,17,0,hold,-0.0002301778123601217,0,0.0,1.0,
2025-11-07 14:37:00,3995.98,3996.91,3994.85,3996.91,95,9,0,hold,0.00023023080638351345,0,0.0,1.0,
2025-11-07 14:38:00,3996.91,3997.75,3996.65,3996.69,91,17,0,hold,-5.504252034693735e-05,0,0.0,1.0,
2025-11-07 14:39:00,3996.64,3997.18,3996.25,3997.12,72,17,0,hold,0.00010758902992225039,0,0.0,1.0,
2025-11-07 14:40:00,3997.13,3998.62,3996.6,3997.73,78,17,0,hold,0.00015260987911291934,0,0.0,1.0,
2025-11-07 14:41:00,3997.69,3998.42,3996.67,3998.42,79,8,0,hold,0.00017259794933632833,0,0.0,1.0,
2025-11-07 14:42:00,3998.57,3998.67,3997.53,3998.0,72,17,0,hold,-0.000105041491389124,0,0.0,1.0,
2025-11-07 14:43:00,3997.98,3998.04,3997.12,3997.17,70,17,0,hold,-0.00020760380190087968,0,0.0,1.0,
2025-11-07 14:44:00,3997.19,3997.19,3995.8,3996.32,77,17,0,hold,-0.0002126504501934745,0,0.0,1.0,
2025-11-07 14:45:00,3996.4,3998.32,3996.22,3997.88,77,17,0,hold,0.0003903591303999754,0,0.0,1.0,
2025-11-07 14:46:00,3997.9,3998.07,3996.08,3996.62,71,17,0,hold,-0.0003151670385305172,0,0.0,1.0,
2025-11-07 14:47:00,3996.86,3997.14,3995.95,3997.08,75,17,0,hold,0.00011509725718239494,0,0.0,1.0,
2025-11-07 14:48:00,3997.06,3997.39,3995.96,3996.0,84,17,0,hold,-0.00027019724398813505,0,0.0,1.0,
2025-11-07 14:49:00,3996.03,3996.17,3992.28,3992.28,93,17,0,hold,-0.0009309309309308844,0,0.0,1.0,
2025-11-07 14:50:00,3991.62,3994.88,3991.62,3994.8,93,16,0,hold,0.0006312182512249187,0,0.0,1.0,
2025-11-07 14:51:00,3994.7,3994.8,3992.99,3994.3,83,16,0,hold,-0.00012516271152496206,0,0.0,1.0,
2025-11-07 14:52:00,3994.48,3995.66,3993.81,3994.6,86,16,0,hold,7.510702751423182e-05,0,0.0,1.0,
2025-11-07 14:53:00,3994.45,3994.99,3993.35,3993.62,77,17,0,hold,-0.0002453311971161165,0,0.0,1.0,
2025-11-07 14:54:00,3993.63,3995.82,3993.63,3995.14,82,16,0,hold,0.0003806070682739193,0,0.0,1.0,
2025-11-07 14:55:00,3995.1,3995.21,3993.82,3994.87,82,16,0,hold,-6.758211226642885e-05,0,0.0,1.0,
2025-11-07 14:56:00,3994.91,3995.87,3994.89,3995.75,80,17,0,hold,0.00022028251232208973,0,0.0,1.0,
2025-11-07 14:57:00,3995.8,3996.77,3995.5,3996.72,84,17,0,hold,0.00024275793030081871,0,0.0,1.0,
2025-11-07 14:58:00,3996.73,3996.97,3995.51,3996.04,89,16,0,hold,-0.00017013951440181252,0,0.0,1.0,
2025-11-07 14:59:00,3996.09,3996.48,3995.73,3995.89,71,16,0,hold,-3.753716179022426e-05,0,0.0,1.0,
2025-11-07 15:00:00,3996.03,3996.61,3993.76,3994.57,94,16,0,hold,-0.00033033942375781944,0,0.0,1.0,
2025-11-07 15:01:00,3994.7,3995.45,3992.21,3995.45,96,17,0,hold,0.00022029905596832045,0,0.0,1.0,
2025-11-07 15:02:00,3995.38,3996.28,3993.51,3994.05,91,17,0,hold,-0.00035039857838281563,0,0.0,1.0,
2025-11-07 15:03:00,3994.07,3996.01,3994.07,3995.51,92,17,0,hold,0.000365543746322583,0,0.0,1.0,
2025-11-07 15:04:00,3995.54,3998.7,3994.89,3998.67,86,17,0,hold,0.0007908877715234741,0,0.0,1.0,
2025-11-07 15:05:00,3998.48,3998.65,3996.99,3997.47,93,16,0,hold,-0.00030009978317802055,0,0.0,1.0,
2025-11-07 15:06:00,3997.64,3997.87,3996.83,3997.81,80,16,0,hold,8.505379652623546e-05,0,0.0,1.0,
2025-11-07 15:07:00,3997.63,3999.46,3997.63,3999.05,92,16,0,hold,0.0003101698179754919,0,0.0,1.0,
2025-11-07 15:08:00,3998.79,4000.68,3998.79,3999.37,91,16,0,hold,8.001900451359845e-05,0,0.0,1.0,
2025-11-07 15:09:00,3999.12,4000.11,3999.12,3999.45,83,17,0,hold,2.000315049621726e-05,0,0.0,1.0,
2025-11-07 15:10:00,3999.75,4000.07,3997.54,3997.54,85,17,0,hold,-0.00047756566527890065,0,0.0,1.0,
2025-11-07 15:11:00,3997.4,3998.72,3997.25,3998.07,86,17,0,hold,0.0001325815376456152,0,0.0,1.0,
2025-11-07 15:12:00,3997.71,3997.99,3995.78,3996.54,84,16,0,hold,-0.00038268464534141344,0,0.0,1.0,
2025-11-07 15:13:00,3996.45,3997.02,3995.46,3995.78,86,17,0,hold,-0.0001901644922858159,0,0.0,1.0,
2025-11-07 15:14:00,3995.77,3996.35,3994.68,3995.94,91,17,0,hold,4.0042244567883856e-05,0,0.0,1.0,
2025-11-07 15:15:00,3995.96,3997.61,3995.24,3997.61,78,17,0,hold,0.00041792419305597406,0,0.0,1.0,
2025-11-07 15:16:00,3997.62,3998.47,3997.43,3998.38,83,17,0,hold,0.00019261508751489131,0,0.0,1.0,
2025-11-07 15:17:00,3998.37,3999.5,3998.31,3998.65,91,17,0,hold,6.752734857617959e-05,0,0.0,1.0,
2025-11-07 15:18:00,3998.65,3999.44,3998.33,3998.51,75,16,0,hold,-3.5011816488017544e-05,0,0.0,1.0,
2025-11-07 15:19:00,3998.55,3999.05,3998.17,3998.58,76,12,0,hold,1.7506521179155854e-05,0,0.0,1.0,
2025-11-07 15:20:00,3999.05,4000.31,3998.64,3999.52,91,16,0,hold,0.00023508345462630587,0,0.0,1.0,
2025-11-07 15:21:00,3999.63,4000.87,3999.41,4000.42,83,17,0,hold,0.00022502700324045222,0,0.0,1.0,
2025-11-07 15:22:00,4000.42,4001.8,3999.99,4000.38,93,17,0,hold,-9.998950110223781e-06,0,0.0,1.0,
2025-11-07 15:23:00,4000.42,4001.15,3999.07,3999.63,88,17,0,hold,-0.0001874821891920675,0,0.0,1.0,
2025-11-07 15:24:00,3999.74,3999.76,3997.51,3998.67,84,12,0,hold,-0.00024002220205365798,0,0.0,1.0,
2025-11-07 15:25:00,3998.46,3999.47,3997.66,3998.1,90,16,0,hold,-0.00014254739700958474,0,0.0,1.0,
2025-11-07 15:26:00,3998.16,3998.99,3998.16,3998.96,69,16,0,hold,0.0002151021735323777,0,0.0,1.0,
2025-11-07 15:27:00,3998.89,4000.13,3998.48,3999.45,66,16,0,hold,0.00012253185828314805,0,0.0,1.0,
2025-11-07 15:28:00,3999.43,3999.67,3998.26,3998.26,66,8,0,hold,-0.00029754091187528253,0,0.0,1.0,
2025-11-07 15:29:00,3998.35,3998.35,3996.07,3996.89,76,16,0,hold,-0.00034264905233782894,0,0.0,1.0,
2025-11-07 15:30:00,3996.68,3997.0,3994.49,3994.49,73,16,0,hold,-0.0006004668629859822,0,0.0,1.0,
2025-11-07 15:31:00,3994.29,3996.5,3994.03,3995.63,87,17,0,hold,0.00028539312903541614,0,0.0,1.0,
2025-11-07 15:32:00,3995.31,3995.66,3991.66,3992.78,89,17,0,hold,-0.0007132792575889058,0,0.0,1.0,
2025-11-07 15:33:00,3992.81,3995.53,3992.19,3995.53,91,17,0,hold,0.0006887431814424083,0,0.0,1.0,
2025-11-07 15:34:00,3995.58,3995.58,3994.21,3995.14,85,17,0,hold,-9.760907814493347e-05,0,0.0,1.0,
2025-11-07 15:35:00,3995.12,3997.39,3995.08,3996.5,95,17,0,hold,0.00034041360252712316,0,0.0,1.0,
2025-11-07 15:36:00,3996.43,3996.72,3995.04,3996.32,88,17,0,hold,-4.503940948330509e-05,0,0.0,1.0,
2025-11-07 15:37:00,3996.5,3997.32,3996.12,3997.22,87,17,0,hold,0.00022520719061525085,0,0.0,1.0,
2025-11-07 15:38:00,3997.21,3997.38,3994.29,3994.52,85,17,0,hold,-0.0006754694512686177,0,0.0,1.0,
2025-11-07 15:39:00,3994.5,3995.6,3994.3,3994.89,77,17,0,hold,9.262689885147779e-05,0,0.0,1.0,
2025-11-07 15:40:00,3994.74,3994.86,3993.76,3994.52,86,17,0,hold,-9.26183199037034e-05,0,0.0,1.0,
2025-11-07 15:41:00,3994.64,3995.31,3993.41,3994.97,81,17,0,hold,0.00011265433644092049,0,0.0,1.0,
2025-11-07 15:42:00,3994.96,3996.4,3994.87,3995.88,80,17,0,hold,0.0002277864414501618,0,0.0,1.0,
2025-11-07 15:43:00,3995.75,3996.13,3993.5,3993.91,96,17,0,hold,-0.0004930077980320746,0,0.0,1.0,
2025-11-07 15:44:00,3993.84,3994.59,3993.59,3993.89,76,17,0,hold,-5.007624107711273e-06,0,0.0,1.0,
2025-11-07 15:45:00,3993.88,3995.17,3993.1,3993.64,87,17,0,hold,-6.259561480159714e-05,0,0.0,1.0,
2025-11-07 15:46:00,3993.73,3995.14,3993.24,3995.01,81,17,0,hold,0.0003430454422532758,0,0.0,1.0,
2025-11-07 15:47:00,3995.05,3995.74,3993.89,3994.33,88,17,0,hold,-0.00017021233989411577,0,0.0,1.0,
2025-11-07 15:48:00,3994.14,3994.55,3993.34,3994.51,75,17,0,hold,4.5063878047146844e-05,0,0.0,1.0,
2025-11-07 15:49:00,3994.46,3995.97,3994.46,3995.81,88,17,0,hold,0.0003254466755622243,0,0.0,1.0,
2025-11-07 15:50:00,3995.68,3998.75,3995.67,3998.52,90,17,0,hold,0.0006782104254206001,0,0.0,1.0,
2025-11-07 15:51:00,3998.38,3998.83,3997.31,3998.83,84,17,0,hold,7.752868561361481e-05,0,0.0,1.0,
2025-11-07 15:52:00,3998.98,3999.17,3997.22,3997.51,89,17,0,hold,-0.00033009655324178766,0,0.0,1.0,
2025-11-07 15:53:00,3997.56,3998.85,3997.56,3998.85,78,17,0,hold,0.00033520866739533695,0,0.0,1.0,
2025-11-07 15:54:00,3998.7,3999.06,3998.62,3999.02,74,17,0,hold,4.2512222263813015e-05,0,0.0,1.0,
2025-11-07 15:55:00,3998.94,3999.72,3998.41,3998.64,86,17,0,hold,-9.502328070376542e-05,0,0.0,1.0,
2025-11-07 15:56:00,3998.57,3999.17,3998.4,3998.99,81,17,0,hold,8.752976011838776e-05,0,0.0,1.0,
2025-11-07 15:57:00,3998.97,3999.57,3998.79,3998.92,81,17,0,hold,-1.7504419865921328e-05,0,0.0,1.0,
2025-11-07 15:58:00,3998.94,3998.94,3997.18,3997.19,78,16,0,hold,-0.0004326168065377223,0,0.0,1.0,
2025-11-07 15:59:00,3997.77,3998.01,3997.15,3997.7,79,6,0,hold,0.00012758963171632942,0,0.0,1.0,
2025-11-07 16:00:00,3997.65,3999.82,3996.74,3999.37,92,17,0,hold,0.00041774020061535744,0,0.0,1.0,
2025-11-07 16:01:00,3999.33,3999.67,3998.7,3999.43,80,16,0,hold,1.5002362872218455e-05,0,0.0,1.0,
2025-11-07 16:02:00,3999.73,4000.09,3998.35,3998.46,83,16,0,hold,-0.0002425345611749563,0,0.0,1.0,
2025-11-07 16:03:00,3998.52,3999.37,3998.47,3998.77,75,16,0,hold,7.752984899189741e-05,0,0.0,1.0,
2025-11-07 16:04:00,3998.93,3998.93,3997.39,3997.39,71,16,0,hold,-0.00034510612013194386,0,0.0,1.0,
2025-11-07 16:05:00,3997.14,3997.14,3995.58,3996.37,89,16,0,hold,-0.00025516649613877007,0,0.0,1.0,
2025-11-07 16:06:00,3996.42,3997.33,3995.78,3997.32,79,16,0,hold,0.00023771572702235844,0,0.0,1.0,
2025-11-07 16:07:00,3997.49,3998.45,3996.42,3998.45,83,17,0,hold,0.00028268940189923875,0,0.0,1.0,
2025-11-07 16:08:00,3998.44,3999.33,3998.16,3999.32,81,17,0,hold,0.00021758431392182587,0,0.0,1.0,
2025-11-07 16:09:00,3999.29,3999.48,3998.59,3998.89,78,17,0,hold,-0.00010751827810739911,0,0.0,1.0,
2025-11-07 16:10:00,3998.95,4001.05,3998.78,4000.98,73,17,0,hold,0.0005226450339970157,0,0.0,1.0,
2025-11-07 16:11:00,4001.0,4003.02,4001.0,4002.83,89,17,0,hold,0.0004623867152546701,0,0.0,1.0,
2025-11-07 16:12:00,4002.87,4003.99,4001.85,4002.45,89,16,0,hold,-9.493283501926797e-05,0,0.0,1.0,
2025-11-07 16:13:00,4002.42,4003.77,4002.36,4003.72,79,16,0,hold,0.0003173056502892013,0,0.0,1.0,
2025-11-07 16:14:00,4003.75,4004.22,4002.5,4002.81,89,16,0,hold,-0.00022728862158194474,0,0.0,1.0,
2025-11-07 16:15:00,4002.84,4003.73,4002.44,4002.55,81,16,0,hold,-6.495436955533673e-05,0,0.0,1.0,
2025-11-07 16:16:00,4002.58,4003.87,4002.58,4003.87,71,16,0,hold,0.0003297897590286425,0,0.0,1.0,
2025-11-07 16:17:00,4003.82,4004.88,4003.62,4004.68,85,14,0,hold,0.00020230427061807,0,0.0,1.0,
2025-11-07 16:18:00,4004.64,4005.62,4003.9,4005.11,91,17,0,hold,0.00010737437198482525,0,0.0,1.0,
2025-11-07 16:19:00,4005.1,4005.87,4005.09,4005.67,84,16,0,hold,0.00013982137818935314,0,0.0,1.0,
2025-11-07 16:20:00,4005.93,4006.05,4004.62,4004.85,92,17,0,hold,-0.0002047098238248113,0,0.0,1.0,
2025-11-07 16:21:00,4004.73,4005.12,4004.17,4005.04,73,17,0,hold,4.744247599797191e-05,0,0.0,1.0,
2025-11-07 16:22:00,4005.11,4007.49,4005.02,4006.43,88,10,0,hold,0.0003470627009967142,0,0.0,1.0,
2025-11-07 16:23:00,4006.53,4007.15,4005.74,4006.44,91,16,0,hold,2.4959876998575936e-06,0,0.0,1.0,
2025-11-07 16:24:00,4006.45,4007.17,4004.75,4005.33,81,16,0,hold,-0.00027705394315158394,0,0.0,1.0,
2025-11-07 16:25:00,4005.26,4005.86,4003.44,4003.87,93,16,0,hold,-0.0003645142847156224,0,0.0,1.0,
2025-11-07 16:26:00,4003.98,4004.8,4003.31,4003.65,84,17,0,hold,-5.494683893325636e-05,0,0.0,1.0,
2025-11-07 16:27:00,4003.73,4003.92,4001.44,4001.44,88,17,0,hold,-0.0005519963033732145,0,0.0,1.0,
2025-11-07 16:28:00,4001.46,4002.76,4001.35,4002.05,85,17,0,hold,0.00015244511975698316,0,0.0,1.0,
2025-11-07 16:29:00,4001.99,4002.58,3999.92,4000.65,86,17,0,hold,-0.0003498207168826095,0,0.0,1.0,
2025-11-07 16:30:00,4000.53,4000.53,3996.6,3997.42,107,17,0,hold,-0.0008073688025695969,0,0.0,1.0,
2025-11-07 16:31:00,3997.03,3997.3,3991.48,3992.7,101,17,0,hold,-0.0011807615912263758,0,0.0,1.0,
2025-11-07 16:32:00,3992.67,3994.5,3989.77,3993.9,108,17,0,hold,0.0003005485010143527,0,0.0,1.0,
2025-11-07 16:33:00,3993.75,3995.63,3993.47,3995.34,101,17,0,hold,0.0003605498385037542,0,0.0,1.0,
2025-11-07 16:34:00,3995.63,3995.77,3991.72,3993.4,99,17,0,hold,-0.0004855656840219158,0,0.0,1.0,
2025-11-07 16:35:00,3993.21,3994.43,3991.7,3991.7,96,17,0,hold,-0.00042570240897488176,0,0.0,1.0,
2025-11-07 16:36:00,3991.76,3992.18,3985.96,3988.99,105,17,0,hold,-0.0006789087356264822,0,0.0,1.0,
2025-11-07 16:37:00,3988.57,3988.89,3984.48,3987.5,104,17,0,hold,-0.00037352813619484504,0,0.0,1.0,
2025-11-07 16:38:00,3987.35,3988.43,3985.47,3986.8,104,18,0,hold,-0.0001755485893416564,0,0.0,1.0,
2025-11-07 16:39:00,3986.85,3987.86,3985.31,3986.53,103,17,0,hold,-6.772348750871959e-05,0,0.0,1.0,
2025-11-07 16:40:00,3986.45,3989.65,3985.44,3988.16,102,17,0,hold,0.00040887689293689355,0,0.0,1.0,
2025-11-07 16:41:00,3988.37,3989.61,3986.59,3988.93,99,17,0,hold,0.0001930714916151821,0,0.0,1.0,
2025-11-07 16:42:00,3989.03,3992.05,3987.39,3992.05,102,17,0,hold,0.0007821646406429572,0,0.0,1.0,
2025-11-07 16:43:00,3991.95,3992.18,3989.46,3991.87,102,7,0,hold,-4.5089615611115796e-05,0,0.0,1.0,
2025-11-07 16:44:00,3991.92,3991.96,3989.22,3990.56,102,5,0,hold,-0.0003281669994262826,0,0.0,1.0,
2025-11-07 16:45:00,3989.95,3992.01,3989.32,3992.01,96,17,0,hold,0.00036335752375604713,0,0.0,1.0,
2025-11-07 16:46:00,3992.09,3994.37,3991.24,3991.24,94,6,0,hold,-0.00019288528836358676,0,0.0,1.0,
2025-11-07 16:47:00,3990.68,3991.55,3990.15,3990.77,93,17,0,hold,-0.00011775788977852475,0,0.0,1.0,
2025-11-07 16:48:00,3990.64,3992.86,3990.05,3992.12,93,17,0,hold,0.00033828058244389503,0,0.0,1.0,
2025-11-07 16:49:00,3992.11,3993.38,3989.24,3990.44,99,10,0,hold,-0.0004208290331954023,0,0.0,1.0,
2025-11-07 16:50:00,3990.36,3992.37,3989.71,3991.87,102,17,0,hold,0.00035835647196802434,0,0.0,1.0,
2025-11-07 16:51:00,3991.75,3991.86,3988.94,3989.22,100,7,0,hold,-0.0006638492736487089,0,0.0,1.0,
2025-11-07 16:52:00,3989.08,3989.49,3986.12,3989.16,101,17,0,hold,-1.504053423972973e-05,0,0.0,1.0,
2025-11-07 16:53:00,3988.97,3991.08,3988.2,3989.37,94,17,0,hold,5.264266161297826e-05,0,0.0,1.0,
2025-11-07 16:54:00,3989.26,3991.63,3989.26,3991.14,94,6,0,hold,0.00044367907714759625,0,0.0,1.0,
2025-11-07 16:55:00,3991.04,3992.13,3989.68,3990.65,98,5,0,hold,-0.00012277193984666646,0,0.0,1.0,
2025-11-07 16:56:00,3990.49,3993.82,3989.73,3993.62,95,17,0,hold,0.0007442396602057588,0,0.0,1.0,
2025-11-07 16:57:00,3993.53,3994.42,3992.27,3994.05,93,16,0,hold,0.00010767173641967887,0,0.0,1.0,
2025-11-07 16:58:00,3993.87,3995.31,3993.83,3994.96,88,14,0,hold,0.00022783891037914117,0,0.0,1.0,
2025-11-07 16:59:00,3994.94,3995.53,3993.02,3993.02,87,17,0,hold,-0.0004856118709574142,0,0.0,1.0,
2025-11-07 17:00:00,3993.19,3995.19,3992.26,3995.08,96,16,0,hold,0.0005159002459291795,0,0.0,1.0,
2025-11-07 17:01:00,3995.48,3998.48,3993.91,3998.39,92,16,0,hold,0.0008285190784664831,0,0.0,1.0,
2025-11-07 17:02:00,3998.22,3998.78,3996.53,3997.33,95,5,0,hold,-0.00026510670544888093,0,0.0,1.0,
2025-11-07 17:03:00,3997.29,3997.92,3995.95,3996.29,98,17,0,hold,-0.0002601736659220144,0,0.0,1.0,
2025-11-07 17:04:00,3996.41,3997.7,3995.13,3996.54,97,17,0,hold,6.255802256593945e-05,0,0.0,1.0,
2025-11-07 17:05:00,3997.11,3999.29,3995.78,3997.29,100,16,0,hold,0.00018766232791356252,0,0.0,1.0,
2025-11-07 17:06:00,3996.98,3997.3,3994.02,3995.35,97,17,0,hold,-0.0004853288102689701,0,0.0,1.0,
2025-11-07 17:07:00,3995.49,3995.73,3992.92,3994.5,96,17,0,hold,-0.0002127473187580886,0,0.0,1.0,
2025-11-07 17:08:00,3994.63,3995.71,3993.31,3994.32,97,17,0,hold,-4.5061960195269535e-05,0,0.0,1.0,
2025-11-07 17:09:00,3994.43,3995.07,3993.72,3994.82,88,17,0,hold,0.0001251777524085007,0,0.0,1.0,
2025-11-07 17:10:00,3994.54,3994.76,3991.57,3993.0,99,5,0,hold,-0.0004555899890358317,0,0.0,1.0,
2025-11-07 17:11:00,3992.96,3994.11,3992.28,3993.44,94,17,0,hold,0.00011019283746560582,0,0.0,1.0,
2025-11-07 17:12:00,3993.55,3994.2,3991.21,3991.57,92,17,0,hold,-0.0004682679594534278,0,0.0,1.0,
2025-11-07 17:13:00,3991.77,3992.97,3990.84,3991.37,100,17,0,hold,-5.010559754692334e-05,0,0.0,1.0,
